0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0,0,0,0,0
0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,3.141592654,0,0,0
0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,3.141592654,0,0,0
0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,3.141592654,0,0,0
0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,3.141592654,0,0,0
0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,3.141592654,0,0,0
0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,3.141592654,0
0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,3.141592654,0
0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0,0,3.141592654,0
0,0,0,0,0,0,0,0,0.628318531,0,0,0,0,0,0,0,0,0,0,3.141592654,0,0,3.141592654,0
3.141592654,0,0,0,0,0,0,0,0,0,0,-0.628318531,0,0,0,0,0,0,0,0,0,0,0,0
0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,0,3.141592654,0,0
0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,0,3.141592654,0,0
0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,0,3.141592654,0,0
0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,3.141592654,0,0
0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,3.141592654,0,0
0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,0,3.141592654
0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,0,3.141592654
0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,-0.628318531,0,0,0,3.141592654
0,0,0,0,0,0,0,0,0,3.141592654,0,0,0,0,0,0,0,0,0.628318531,0,0,0,0,3.141592654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141592654,3.141592654,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141592654,0,0,3.141592654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141592654,0,0,3.141592654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141592654,3.141592654,0
